Geo Point;id_ref_zdl;codeunique;nom_long;label;idrefliga;idrefligc;res_com;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;exploitant;principal;idf;x;y
48.8482371104,2.39582358883;44191;339.0;NATION;NATION;A01856 / A01534 / A01535 / A01539 / A01542;C01742 / C01371 / C01372 / C01376 / C01379;RER A / M1 / M2 / M6 / M9;RER / Metro;1;0;1;1;0;0;0;0;0;0;M2/M6;0;0;0;RATP;0;1;655662.633;6861080.0037
48.8471584794,2.41014036797;44528;101039.0;PORTE DE VINCENNES;Porte de Vincennes;A01534 / A01193 / A01757;C01371 / C01391 / C01679;M1 / T3A / T3B;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;0;T3A / T3B;0;0;RATP;0;1;656712.3513;6860952.126
48.8208733552,2.35093287806;44550;1313.0;POTERNE DES PEUPLIERS;Poterne des Peupliers;A01193;C01391;T3A;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;652343.3985;6858063.596
48.8213557838,2.36929058735;44507;107087.0;PORTE D'IVRY;Porte d'Ivry;A01540 / A01193;C01377 / C01391;M7 / T3A;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;0;T3;0;0;RATP;0;1;653691.6801;6858106.3134
48.8323049605,2.39918151028;44512;108075.0;PORTE DE CHARENTON;Porte de Charenton;A01541 / A01193;C01378 / C01391;M8 / T3A;Metro / Tramway;0;0;0;1;1;0;0;0;0;0;0;0;0;0;RATP;0;1;655895.5692;6859306.6251
48.9918983724,2.07362062047;43114;128.0;CONFLANS-FIN-D'OISE;CONFLANS FIN D'OISE;A01852 / A02176 / A01856;C01739 / C01740 / C01742;LIGNE J / LIGNE L / RER A;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;632206.1445;6877283.404
48.9937134804,2.23427639536;43126;229.0;FRANCONVILLE-LE-PLESSIS-BOUCHARD;FRANCONVILLE LE PLESSIS-BOUCHARD;A01849 / A01840;C01737 / C01727;LIGNE H / RER C;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;643964.7293;6877359.2784
49.0191367416,2.15466347741;43180;231.0;PIERRELAYE;PIERRELAYE;A01849 / A01840;C01737 / C01727;LIGNE H / RER C;Train / RER;1;1;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;638169.1754;6880245.8816
49.0478762034,2.01099976;43104;445.0;CERGY LE HAUT;CERGY LE HAUT;A02176 / A01856;C01740 / C01742;LIGNE L / RER A;Train / RER;1;1;1;0;0;0;0;TRAIN_L / RER_A;TRAIN_L;RER_A;0;0;0;0;SNCF;1;1;627701.6572;6883563.8941
48.9768685885,2.39076393271;43251;255.0;GARGES-SARCELLES;GARGES SARCELLES;A01842 / A01760;C01728 / C01684;RER D / T5;RER / Tramway;1;0;1;0;1;0;0;0;0;0;0;T5;0;0;SNCF;0;1;655401.6994;6875386.3408
49.0046874618,2.57058948552;43065;443.0;AEROPORT CHARLES DE GAULLE 2-TGV;AÉROPORT CHARLES DE GAULLE 2 TGV;A01857 / A01516;C01743 / C00563;RER B / CDGVAL;RER / Navette;1;0;1;0;0;1;1;RER_B;0;RER_B;0;0;CDGVAL;CDGVAL;SNCF;1;1;668582.2523;6878393.4208
48.9321960051,2.49551314123;43071;405.0;AULNAY-SOUS-BOIS;AULNAY-SOUS-BOIS;A02175 / A01857 / A01761;C01738 / C01743 / C01843;LIGNE K / RER B / T4;Train / RER / Tramway;1;1;1;0;1;0;0;0;0;0;0;T4;0;0;SNCF;1;1;663037.8692;6870364.5511
48.5356206226,1.99590199036;47095;219.0;DOURDAN-LA-FORET;DOURDAN-LA-FORÊT;A01840;C01727;RER C;Train / RER;1;1;1;0;0;0;0;RER_C;0;RER_C;0;0;0;0;SNCF;1;1;625873.7762;6826625.2525
48.8978323851,2.33802674023;45529;1613.0;Angélique Compoint - Porte de Montmartre;Angélique Compoint - Pte de Montmartre;A01757;C01679;T3B;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;651467.5501;6866628.6443
48.9066283258,2.52404852575;44626;523.0;République Marx Dormoy;République Marx Dormoy;A01761;C01843;T4;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SNCF;0;1;665111.4018;6867508.4621
48.897923573,2.56171430404;477281;530.0;Arboretum;Arboretum;A01761;C01843;T4;Tramway;0;0;0;0;1;0;0;0;0;0;0;T4;0;0;SNCF;0;1;667867.0083;6866524.5281
48.8444563946,2.44043997806;42582;101033.0;CHATEAU DE VINCENNES;Château de Vincennes;A01534;C01371;M1;Metro;0;0;0;1;0;0;0;0;0;0;M1;0;0;0;RATP;0;1;658933.7619;6860635.4943
48.8643437787,2.33012987711;45664;101059.0;TUILERIES;Tuileries;A01534;C01371;M1;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650857.0163;6862909.8123
48.8563773572,2.39456194456;45196;102037.0;ALEXANDRE DUMAS;Alexandre Dumas;A01535;C01372;M2;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;655576.9894;6861985.8376
48.8584665494,2.38972985235;44332;102039.0;PHILIPPE AUGUSTE;Philippe Auguste;A01535;C01372;M2;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;655224.2451;6862220.8679
48.8828686476,2.34413063372;42210;102059.0;ANVERS;Anvers;A01535;C01372;M2;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651901.2249;6864961.0235
48.9219261433,2.51644353517;47936;413.0;L'ABBAYE;L'Abbaye;A01761;C01843;T4;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SNCF;0;1;664564.3587;6869212.9475
48.8714665781,2.27708301705;44509;102081.0;PORTE DAUPHINE;Porte Dauphine;A01535;C01372;M2;Metro;0;0;0;1;0;0;0;0;0;0;M2;0;0;0;RATP;0;1;646972.7506;6863736.1283
48.862949833,2.387434951;44310;103039.0;PERE LACHAISE;Père Lachaise;A01535 / A01536;C01372 / C01373;M2 / M3;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;655059.738;6862720.6773
48.8666826802,2.36154153207;44924;103047.0;TEMPLE;Temple;A01536;C01373;M3;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653163.4882;6863150.7891
48.8655864776,2.35673675681;42230;103049.0;ARTS ET METIERS;Arts et Métiers;A01544;C01381;M11;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652810.0307;6863031.7605
48.867309475,2.34751621328;44825;103053.0;SENTIER;Sentier;A01536;C01373;M3;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652135.2075;6863228.8943
48.8811500285,2.31517662622;45056;103067.0;VILLIERS;Villiers;A01535 / A01536;C01372 / C01373;M2 / M3;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649776.2512;6864787.9506
48.8887060198,2.28808363305;51613;103077.0;LOUISE MICHEL;Louise Michel;A01536;C01373;M3;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;647796.9264;6865645.6998
48.8724249127,2.35604490769;42579;104043.0;CHATEAU D'EAU;Château d'Eau;A01537;C01374;M4;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652765.4788;6863792.5573
48.8623162796,2.34567382821;417675;104051.0;LES HALLES;Les Halles;A01537;C01374;M4;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651995.4564;6862674.8092
48.846878238,2.32679278504;44885;104065.0;SAINT-PLACIDE;Saint-Placide;A01537;C01374;M4;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650595.6493;6860969.8856
48.8389642807,2.33075419209;45314;104071.0;RASPAIL;Raspail;A01537 / A01539;;M4 / M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650878.8981;6860087.4642
48.8281884763,2.32716464961;42175;104077.0;ALESIA;Alésia;A01537;C01374;M4;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650605.2307;6858891.5557
48.8871348691,2.38696001714;44227;105049.0;OURCQ;Ourcq;A01538;C01375;M5;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;655045.7743;6865410.1669
48.8839952205,2.36891270331;44901;105055.0;STALINGRAD;Stalingrad;A01535 / A01538 / A01540;C01372 / C01375 / C01377;M2 / M5 / M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653719.6022;6865071.4814
48.856140713,2.3702093411;42390;105069.0;BREGUET-SABIN;Bréguet-Sabin;A01538;C01375;M5;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653789.9849;6861973.5007
48.8625955368,2.33668417;44236;101057.0;PALAIS ROYAL-MUSEE DU LOUVRE;Palais Royal-Musée du Louvre;A01534 / A01540;C01371 / C01377;M1 / M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651336.2077;6862711.363
48.3785349151,2.79888307957;47130;61.0;MORET-VENEUX-LES-SABLONS;MORET-VENEUX-LES-SABLONS;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;685107.9482;6808711.6006
48.8760012915,2.22595909514;42315;446.0;BELVEDERE;Belvédère;A01192;C01390;T2;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;643227.7788;6864275.8956
48.9317348255,2.3782254904;42763;1006.0;COSMONAUTES;Cosmonautes;A01191;C01389;T1;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;654444.337;6870374.5523
48.8343581655,2.2840072433;42844;1303.0;DESNOUETTES;Desnouettes;A01193;C01391;T3A;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;647443.2266;6859605.4134
48.8259205461,2.31338008738;42847;1307.0;DIDOT;Didot;A01193;C01391;T3A;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;649591.099;6858648.1006
48.9072725871,2.51650989339;43128;414.0;GARGAN;Gargan;A01761;C01843;T4;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SNCF;0;1;664559.2441;6867583.4599
48.9158378929,2.42500989427;43373;1014.0;HOPITAL AVICENNE;Hôpital Avicenne;A01191;C01389;T1;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RATP;0;1;657859.1627;6868580.8555
48.8580460554,2.27415462837;43567;109039.0;LA MUETTE;La Muette;A01542;C01379;M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;646744.2366;6862245.8557
48.8639744458,2.27811256254;44461;109041.0;RUE DE LA POMPE (AVENUE GEORGES MANDEL);Rue de la Pompe;A01542;C01379;M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;647040.6513;6862902.3761
48.8724223837,2.31003834462;44884;109051.0;SAINT-PHILIPPE-DU-ROULE;Saint-Philippe du Roule;A01542;C01379;M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649390.9483;6863820.7798
48.8729681408,2.33325709179;42589;109059.0;CHAUSSEE D'ANTIN (LA FAYETTE);Chaussée d'Antin-La Fayette;A01540 / A01542;;M7 / M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651094.5269;6863866.8329
48.8579655921,2.43555571977;42789;109091.0;CROIX DE CHAVAUX (JACQUES DUCLOS);Croix de Chavaux;A01542;C01379;M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;658586.0488;6862140.1553
48.8465346367,2.28599922206;42557;110043.0;CHARLES MICHELS;Charles Michels;A01543;C01380;M10;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;647601.6845;6860957.9773
48.8488163725,2.32125786291;45116;110053.0;VANEAU;Vaneau;A01543;C01380;M10;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650191.3229;6861188.8641
48.8466568513,2.35162325638;42435;110063.0;CARDINAL-LEMOINE;Cardinal Lemoine;A01543;C01380;M10;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652417.6279;6860930.0204
48.8461511231,2.3549179837;43493;110065.0;JUSSIEU;Jussieu;A01540 / A01543;;M7 / M10;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652658.953;6860871.808
48.8612049903,2.35349574013;44593;111053.0;RAMBUTEAU;Rambuteau;A01544;C01381;M11;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652568.2852;6862546.5161
48.8241050307,2.27304152378;44050;112031.0;MAIRIE D'ISSY;Mairie d'Issy;A01545;C01382;M12;Metro;0;0;0;1;0;0;0;0;0;0;M12;0;0;0;RATP;0;1;646627.8251;6858472.7468
48.8270854489,2.27941168205;42759;112033.0;CORENTIN-CELTON;Corentin Celton;A01545;C01382;M12;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;647098.5235;6858799.8446
48.8555509402,2.32571242217;58717;112055.0;RUE DU BAC;Rue du Bac;A01545;C01382;M12;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650524.602;6861934.8835
48.8924395905,2.34465700413;43489;112079.0;JULES JOFFRIN;Jules Joffrin;A01545;C01382;M12;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651948.6586;6866024.9374
48.8339363926,2.31807828413;44316;114043.0;PERNETY;Pernéty;A01546;C01383;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649943.7105;6859536.3792
48.8514417092,2.31440812145;45139;114051.0;SAINT-FRANCOIS-XAVIER;Saint-François-Xavier;A01546;C01383;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649691.21;6861485.1183
48.8736852106,2.31446798957;43511;114059.0;MIROMESNIL;Miromesnil;A01542 / A01546;;M9 / M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;649717.076;6863958.3667
48.8796347607,2.32702220089;43814;114063.0;LIEGE;Liège;A01546;C01383;M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650643.5277;6864611.9937
48.8834300138,2.32722833572;44372;114065.0;PLACE DE CLICHY;Place de Clichy;A01535 / A01546;;M2 / M13;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;650662.241;6865033.8723
48.8684401633,2.40156171274;45630;116035.0;PELLEPORT;Pelleport;A01549;C01386;M3bis;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;656100.7414;6863323.2148
48.8794817719,2.38911580738;42369;117033.0;BOTZARIS;Botzaris;A01550;C01387;M7bis;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;655197.2716;6864557.9604
48.8396455173,2.65513008664;43207;7.0;TORCY;TORCY;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;RATP;0;1;674687.4504;6860010.3257
48.9572688642,2.87344818875;43161;15.0;MEAUX;MEAUX;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;690732.365;6873042.1044
48.9602264907,2.95006038275;47962;16.0;TRILPORT;TRILPORT;A01844;C01730;LIGNE P;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;696343.0315;6873364.7384
48.9913914029,2.66505986931;46731;35.0;COMPANS;COMPANS;A02175;C01738;LIGNE K;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;675487.8426;6876881.3322
48.8354953572,2.35882349044;42426;105079.0;CAMPO-FORMIO;Campo-Formio;A01538;C01375;M5;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;652935.9417;6859684.6614
48.8450615799,2.40128901983;44334;106033.0;PICPUS;Picpus;A01539;C01376;M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;656061.0276;6860723.8589
48.8395671983,2.39595292659;45229;106037.0;DAUMESNIL;Daumesnil;A01539 / A01541;;M6 / M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;655664.7496;6860115.9193
48.8349477223,2.36812632906;45267;106045.0;CHEVALERET;Chevaleret;A01539;C01376;M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653618.2928;6859618.2657
48.8669831094,2.29005883358;42359;106081.0;BOISSIERE;Boissière;A01539;C01376;M6;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;647920.0417;6863228.9677
48.9037599311,2.39228705963;46492;107029.0;AUBERVILLIERS-PANTIN (QUATRE CHEMINS);Aubervilliers Pantin Quatre Chemins;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;655450.6264;6867255.7817
48.8882676206,2.37420401608;44643;107037.0;RIQUET;Riquet;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;654111.3943;6865543.4605
48.881584251,2.3659210371;43823;107041.0;LOUIS BLANC;Louis Blanc;A01540 / A01550;;M7 / M7b;Metro;0;0;0;1;0;0;0;0;0;0;M7bis;0;0;0;RATP;0;1;653498.0621;6864805.1535
48.8785656258,2.36216007056;42583;107043.0;CHATEAU-LANDON;Château-Landon;A01540;C01377;M7;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;653219.5358;6864471.7227
48.8389609394,2.28270002724;45363;108021.0;LOURMEL;Lourmel;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;647351.9234;6860118.0595
48.8447947646,2.29395196364;42734;108027.0;COMMERCE;Commerce;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;648183.5662;6860759.2739
48.8706776818,2.33235463926;42237;108041.0;OPERA;Opéra;A01536 / A01540 / A01541;;M3 / M7 / M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;651026.1803;6863612.7102
48.8215957673,2.41373751615;42545;108079.0;CHARENTON-ECOLES;Charenton-Écoles;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;656955.2247;6858107.8489
48.814803007,2.42237614285;42889;108081.0;ECOLE VETERINAIRE DE MAISONS-ALFORT;École Vétérinaire de Maisons-Alfort;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;657583.9566;6857347.8995
48.8091443609,2.43450989593;44066;108083.0;MAISONS-ALFORT-STADE;Maisons-Alfort-Stade;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;658470.4404;6856712.2781
48.779905317,2.45936839626;42778;108091.0;CRETEIL-PREFECTURE (HOTEL DE VILLE);Créteil-Préfecture;A01541;C01378;M8;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;660273.7592;6853448.5114
48.8379612135,2.25712222985;44524;109027.0;PORTE DE SAINT-CLOUD;Porte de Saint-Cloud;A01542;C01379;M9;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;RATP;0;1;645473.5838;6860024.2597
48.3112962802,2.00352500269;47917;194.0;ANGERVILLE;ANGERVILLE;;;GL;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;626121.8465;6801685.3319
48.6134279136,2.4729336491;43115;205.0;CORBEIL-ESSONNES;CORBEIL ESSONNES;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;661146.9909;6834933.3117
48.5315019892,2.37051850041;43087;212.0;BALLANCOURT;BALLANCOURT;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;653524.9406;6825881.3489
48.6810166137,2.53313066339;47924;217.0;BOUSSY-SAINT-ANTOINE;BOUSSY-SAINT-ANTOINE;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;665628.8221;6842419.4143
48.8104024635,1.76505675794;47903;104.0;GARANCIERES-LA QUEUE;GARANCIÈRES LA QUEUE;A01847;C01736;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;609310.9515;6857412.645
48.7960253678,1.60270169299;47935;107.0;HOUDAN;HOUDAN;A01847;C01736;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;597361.1625;6856013.0322
48.9895025071,1.70301613419;43157;114.0;MANTES-LA-JOLIE;MANTES LA JOLIE;A01852 / A01847;;LIGNE J / LIGNE N;Train;1;1;0;0;0;0;0;TRAIN_J / TRAIN_N;TRAIN_J / TRAIN_N;0;0;0;0;0;SNCF;1;1;605082.4575;6877398.8261
48.9836545075,1.71521098645;46965;115.0;MANTES-STATION;MANTES STATION;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;605964.2565;6876733.9759
48.9841727553,1.74778618291;43151;116.0;LIMAY;LIMAY;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;608349.1982;6876753.3002
48.981071911,2.00593089169;46926;123.0;TRIEL-SUR-SEINE;TRIEL-SUR-SEINE;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;627237.6029;6876139.7455
48.9960988426,2.25965561906;46482;235.0;GROS-NOYER-SAINT-PRIX;GROS NOYER SAINT-PRIX;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;645824.4;6877606.8292
49.0155849728,2.24247911127;48964;236.0;SAINT-LEU-LA-FORET;SAINT-LEU-LA-FORÊT;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;644588.3155;6879785.7103
49.0217739562,2.22937648839;47963;237.0;VAUCELLES;VAUCELLES;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;643636.6227;6880483.2392
49.0580478163,2.19124476186;47582;241.0;MERY-VAL D'OISE;MÉRY VAL D'OISE;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;640889.083;6884545.0793
48.979447983,2.29247713155;46477;242.0;CHAMP DE COURSES D'ENGHIEN;CHAMP DE COURSES D'ENGHIEN;A01849;C01737;LIGNE H;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;648209.4967;6875733.1677
48.7591889859,2.19213580582;43215;78.0;VAUBOYEN;VAUBOYEN;A01840;C01727;RER C;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;640614.2032;6851312.9297
48.8309595287,1.96002656297;43181;87.0;PLAISIR-LES-CLAYES;PLAISIR-LES-CLAYES;A01847;C01736;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;623657.914;6859491.9671
48.8319161843,1.94440175262;47885;88.0;PLAISIR-GRIGNON;PLAISIR-GRIGNON;A01847;C01736;LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;622512.422;6859613.5503
48.8980764111,2.0948366283;43198;95.0;SAINT-GERMAIN-EN-LAYE;SAINT-GERMAIN-EN-LAYE;A01856;C01742;RER A;RER;1;0;1;0;0;0;0;RER_A;0;RER_A;0;0;0;0;RATP;1;1;633639.0981;6866832.704
48.5644858719,2.5426518227;45814;45.0;SAINT-FARGEAU;SAINT-FARGEAU;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;666254.7325;6829460.506
48.5351397661,2.54434895173;45812;46.0;PONTHIERRY-PRINGY;PONTHIERRY-PRINGY;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;666361.1283;6826197.5485
48.5297469168,2.57207366546;45763;47.0;BOISSISE-LE-ROI;BOISSISE-LE-ROI;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;668404.6621;6825586.6127
48.5955638398,2.58394770969;47665;50.0;SAVIGNY-LE-TEMPLE-NANDY;SAVIGNY-LE-TEMPLE-NANDY;A01842;C01728;RER D;RER;1;0;1;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;669319.9085;6832898.503
48.5102651753,2.67897398269;45804;53.0;LIVRY-SUR-SEINE;LIVRY-SUR-SEINE;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;676288.6411;6823383.5443
48.4163770339,2.72666153308;47911;59.0;FONTAINEBLEAU-AVON;FONTAINEBLEAU-AVON;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;679774.7573;6812933.8975
48.3795261033,2.9425234127;47910;63.0;MONTEREAU;MONTEREAU;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;1;1;695744.1222;6808804.3563
48.4068056294,2.79923355753;43106;66.0;CHAMPAGNE-SUR-SEINE;CHAMPAGNE-SUR-SEINE;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;685141.8895;6811853.8808
48.3326836438,2.69248019059;47124;68.0;BOURRON-MARLOTTE-GREZ;BOURRON-MARLOTTE-GREZ;A01845;C01731;LIGNE R;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;677209.3467;6803640.6794
48.9633441128,1.80909450877;47882;130.0;EPONE-MEZIERES;ÉPÔNE MÉZIÈRES;A01852 / A01847;;LIGNE J / LIGNE N;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;612801.1351;6874367.855
48.9721416769,1.84834880828;43070;131.0;AUBERGENVILLE-ELISABETHVILLE;AUBERGENVILLE-ÉLISABETHVILLE;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;615689.4213;6875303.4616
48.9925919556,1.91353050671;47881;132.0;LES MUREAUX;LES MUREAUX;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;620492.252;6877509.8516
48.9814459694,1.98314335209;47964;134.0;VERNOUILLET-VERNEUIL;VERNOUILLET-VERNEUIL;A01852;C01739;LIGNE J;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;625570.2612;6876202.5792
48.8427199561,2.13812505739;47880;146.0;LA CELLE-SAINT-CLOUD;LA CELLE-SAINT-CLOUD;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;0;0;0;0;0;0;0;SNCF;0;1;636745.4198;6860642.1218
48.809482263,2.13508745661;44602;147.0;VERSAILLES RIVE DROITE;VERSAILLES RIVE DROITE;A02176;C01740;LIGNE L;Train;1;1;0;0;0;0;0;TRAIN_L;TRAIN_L;0;0;0;0;0;SNCF;1;1;636482.013;6856949.0163
